"Channel","Clinic","login_id","login time","logout time","ip","Lat Long"
"Muthoot","ECMT638 KISHANPUR MML","ECMT638","2025-07-21 11:09:56","","49.47.128.101","{""latitude"":""26.2122433"",""longitude"":""86.6835953""}"
"Muthoot","ECMT654","ECMT654","2025-07-21 08:59:18","2025-07-21 09:29:27","106.196.58.214",""
"Muthoot","ECMT740 Iritty MML ","ECMT740","2025-07-21 11:49:30","2025-07-21 11:52:51","59.94.100.139","{""latitude"":""11.9800762"",""longitude"":""75.6703783""}"
"Muthoot","ECMT740 Iritty MML ","ECMT740","2025-07-21 10:32:25","2025-07-21 11:03:00","59.94.100.139","{""latitude"":""11.9017548"",""longitude"":""75.7302909""}"
"Muthoot","ECMT740 Iritty MML ","ECMT740","2025-07-21 11:35:03","2025-07-21 11:49:06","59.94.100.139","{""latitude"":""11.9800762"",""longitude"":""75.6703783""}"
"Muthoot","ECMT708 MIRGANJ MML","ECMT708","2025-07-21 10:35:52","2025-07-21 11:31:00","117.99.19.184","{""latitude"":""28.54637"",""longitude"":""79.2101838""}"
"Muthoot","ECMT708 MIRGANJ MML","ECMT708","2025-07-21 11:45:02","","117.99.19.184","{""latitude"":""28.5451148"",""longitude"":""79.209514""}"
"Muthoot","ECMT774 HARAIYA MML","ECMT774","2025-07-21 11:21:03","","152.59.173.100",""
"Muthoot","ECMT774 HARAIYA MML","ECMT774","2025-07-21 10:09:26","2025-07-21 11:50:00","152.59.173.100","{""latitude"":""26.7931515"",""longitude"":""82.4717604""}"
"Muthoot","ECMT736 BANGARPET","ECMT736","2025-07-21 10:35:34","2025-07-21 11:05:42","106.216.226.96",""
"Muthoot","ECMT736 BANGARPET","ECMT736","2025-07-21 11:24:20","","106.216.226.96","{""latitude"":""12.9911044"",""longitude"":""78.1762622""}"
"Muthoot","ECMT747 DEDIAPADA MML","ECMT747","2025-07-21 09:30:45","2025-07-21 10:01:00","49.34.180.24","{""latitude"":""21.6284044"",""longitude"":""73.5930897""}"
"Muthoot","ECMT772 BASKHARI MML","ECMT772","2025-07-21 10:04:09","2025-07-21 10:38:33","171.76.235.49","{""latitude"":""26.452935"",""longitude"":""82.7703472""}"
"Muthoot","ECMT772 BASKHARI MML","ECMT772","2025-07-21 11:58:26","","171.76.233.59","{""latitude"":""26.4529495"",""longitude"":""82.7703698""}"
"Muthoot","ECMT772 BASKHARI MML","ECMT772","2025-07-21 10:41:21","2025-07-21 11:27:31","171.76.234.173","{""latitude"":""26.452935"",""longitude"":""82.7703472""}"
"Muthoot","ECMT772 BASKHARI MML","ECMT772","2025-07-21 11:00:17","","171.76.235.1","{""latitude"":""26.4529495"",""longitude"":""82.7703698""}"
"Muthoot","ECMT757 SUNAM MML","ECMT757","2025-07-21 10:18:57","2025-07-21 11:22:23","210.56.114.177","{""latitude"":""30.1337476"",""longitude"":""75.8035517""}"
"Muthoot","ECMT754 SANGRUR MML","ECMT754","2025-07-21 09:45:34","2025-07-21 11:02:55","49.156.109.54","{""latitude"":""30.250595"",""longitude"":""75.8361388""}"
"Muthoot","ECMT754 SANGRUR MML","ECMT754","2025-07-21 11:12:57","","49.156.109.54","{""latitude"":""30.2506111"",""longitude"":""75.8361128""}"
"Muthoot","ECMT754 SANGRUR MML","ECMT754","2025-07-21 09:43:07","2025-07-21 10:14:00","223.187.111.107","{""latitude"":""30.2503031"",""longitude"":""75.8365092""}"
"Muthoot","ECMT723 DHARMAGARH MML","ECMT723","2025-07-21 10:46:03","2025-07-21 11:43:00","223.176.68.221","{""latitude"":""19.8682304"",""longitude"":""82.7829229""}"
"Muthoot","ECMT723 DHARMAGARH MML","ECMT723","2025-07-21 09:56:34","2025-07-21 10:27:12","223.176.68.221","{""latitude"":""19.8681953"",""longitude"":""82.7829022""}"
"Muthoot","ECMT697","ECMT697","2025-07-21 11:43:42","","103.123.234.103",""
"Muthoot","ECMT697","ECMT697","2025-07-21 09:50:59","2025-07-21 10:21:58","103.123.234.103",""
"Muthoot","ECMT697","ECMT697","2025-07-21 10:20:06","2025-07-21 10:50:50","152.58.17.179",""
"Muthoot","ECMT697","ECMT697","2025-07-21 10:05:04","2025-07-21 11:32:59","103.123.234.103",""
"Muthoot","ECMT697","ECMT697","2025-07-21 11:33:04","","103.123.234.103",""
"Muthoot","ECMT697","ECMT697","2025-07-21 10:53:57","2025-07-21 11:27:46","152.58.17.185","{""latitude"":""17.0350084"",""longitude"":""74.6028673""}"
"Muthoot","ECMT697","ECMT697","2025-07-21 10:19:54","2025-07-21 10:20:03","152.58.17.179","{""latitude"":""17.0350389"",""longitude"":""74.6028829""}"
"Muthoot","ECMT773 DUDHAI MML","ECMT773","2025-07-21 10:30:11","","223.189.200.121","{""latitude"":""26.7983637"",""longitude"":""84.1539921""}"
"Muthoot","ECMT773 DUDHAI MML","ECMT773","2025-07-21 09:53:33","2025-07-21 10:25:00","223.189.200.121","{""latitude"":""26.7983643"",""longitude"":""84.153993""}"
"Muthoot","ECMT788 KULLANCHAVADI","ECMT788 ","2025-07-21 09:47:32","2025-07-21 10:18:27","1.38.110.27",""
"Muthoot","ECMT788 KULLANCHAVADI","ECMT788 ","2025-07-21 10:53:45","","110.224.82.182","{""latitude"":""11.6284108"",""longitude"":""79.6710194""}"
"Muthoot","ECMT788 KULLANCHAVADI","ECMT788 ","2025-07-21 11:56:46","","110.224.82.182","{""latitude"":""11.628403"",""longitude"":""79.6710268""}"
"Muthoot","ECMT791 Kalady"," ECMT791","2025-07-21 10:16:52","2025-07-21 10:51:59","106.221.235.248",""
"Muthoot","ECMT791 Kalady"," ECMT791","2025-07-21 11:05:58","2025-07-21 11:55:43","106.221.227.152",""
"Muthoot","ECMT756","ECMT756","2025-07-21 10:26:45","2025-07-21 11:37:00","106.196.109.182","{""latitude"":""29.9544815"",""longitude"":""76.0503565""}"
"Muthoot","ECMT756","ECMT756","2025-07-21 11:59:21","","106.196.109.182","{""latitude"":""29.9544875"",""longitude"":""76.0503608""}"
"Muthoot","ECMT767 DEVGADH BARIYA MML","ECMT767","2025-07-21 10:25:33","2025-07-21 11:51:43","117.222.130.121","{""latitude"":""22.7122044"",""longitude"":""73.9128581""}"
"Muthoot","ECMT767 DEVGADH BARIYA MML","ECMT767","2025-07-21 10:23:52","2025-07-21 10:54:46","117.222.130.121","{""latitude"":""22.7122044"",""longitude"":""73.9128581""}"
"Muthoot","ECMT778 HODAL MML","ECMT778","2025-07-21 11:00:43","2025-07-21 11:33:00","223.178.211.159",""
"Muthoot","ECMT778 HODAL MML","ECMT778","2025-07-21 11:27:28","","223.178.211.159",""
"Muthoot","ECMT751 CHIKKABALLAPUR","ecmt751","2025-07-21 10:25:04","2025-07-21 11:27:00","157.50.195.111","{""latitude"":""13.4227503"",""longitude"":""77.7815034""}"
"Muthoot","ECMT798 PHULBANI MML","ECMT798","2025-07-21 09:55:09","2025-07-21 10:39:00","223.176.117.177","{""latitude"":""20.4821162"",""longitude"":""84.2404987""}"
"Muthoot","ECMT798 PHULBANI MML","ECMT798","2025-07-21 10:11:15","2025-07-21 10:51:14","223.176.117.177","{""latitude"":""20.4821162"",""longitude"":""84.2404987""}"
"Muthoot","ecmt863 kudligi","ecmt863","2025-07-21 11:13:58","2025-07-21 11:44:11","117.215.99.13","{""latitude"":""14.9032725"",""longitude"":""76.3947471""}"
"Muthoot","ECMT870","ECMT870","2025-07-21 11:30:52","2025-07-21 11:58:57","49.34.213.45","{""latitude"":""22.8343187"",""longitude"":""73.9926028""}"
"Muthoot","ECMT870","ECMT870","2025-07-21 11:59:02","","49.34.200.148","{""latitude"":""22.8343238"",""longitude"":""73.992594""}"
"Muthoot","ECMT827 BAZARSAU MML","ECMT827","2025-07-21 11:44:34","","223.233.8.178","{""latitude"":""23.8772518"",""longitude"":""88.1734997""}"
"Muthoot","ECMT827 BAZARSAU MML","ECMT827","2025-07-21 09:56:25","2025-07-21 11:35:55","223.187.248.199","{""latitude"":""23.869465"",""longitude"":""88.1750234""}"
"Muthoot","ECMT827 BAZARSAU MML","ECMT827","2025-07-21 11:18:18","","223.187.248.199",""
"Muthoot","ECMT827 BAZARSAU MML","ECMT827","2025-07-21 11:28:28","2025-07-21 11:44:21","223.233.8.178","{""latitude"":""23.8772518"",""longitude"":""88.1734997""}"
"Muthoot","ECMT827 BAZARSAU MML","ECMT827","2025-07-21 11:10:13","2025-07-21 11:28:12","223.233.8.178","{""latitude"":""23.8772518"",""longitude"":""88.1734997""}"
"Muthoot","ECMT827 BAZARSAU MML","ECMT827","2025-07-21 10:24:05","2025-07-21 11:09:46","223.233.8.178","{""latitude"":""23.8772518"",""longitude"":""88.1734997""}"
"Muthoot","ECMT827 BAZARSAU MML","ECMT827","2025-07-21 08:57:12","2025-07-21 09:27:21","223.187.250.238","{""latitude"":""23.8551647"",""longitude"":""88.1692868""}"
"Muthoot","ECMT830 NARGHAT MML","ECMT830","2025-07-21 11:15:12","2025-07-21 11:50:00","115.124.45.116","{""latitude"":""22.1327054"",""longitude"":""87.8900535""}"
"Muthoot","ECMT830 NARGHAT MML","ECMT830","2025-07-21 09:22:39","2025-07-21 09:53:00","106.196.5.207","{""latitude"":""22.0828544"",""longitude"":""87.6684972""}"
"Muthoot","ECMT830 NARGHAT MML","ECMT830","2025-07-21 11:59:41","","115.124.45.116","{""latitude"":""22.1327054"",""longitude"":""87.8900535""}"
"Muthoot","ECMT830 NARGHAT MML","ECMT830","2025-07-21 09:57:20","2025-07-21 10:28:00","106.196.5.207","{""latitude"":""22.0903335"",""longitude"":""87.7617263""}"
"Muthoot","ECMT830 NARGHAT MML","ECMT830","2025-07-21 11:32:32","","115.124.45.116","{""latitude"":""22.1327054"",""longitude"":""87.8900535""}"
"Muthoot","ECMT830 NARGHAT MML","ECMT830","2025-07-21 11:05:52","2025-07-21 11:40:00","106.196.14.127","{""latitude"":""22.1326578"",""longitude"":""87.8900337""}"
"Muthoot","ECMT844 NAUGACHHIA MML","ECMT844","2025-07-21 10:19:32","2025-07-21 11:24:35","47.31.66.25","{""latitude"":""25.3822343"",""longitude"":""87.1126074""}"
"Muthoot","ECMT844 NAUGACHHIA MML","ECMT844","2025-07-21 11:25:30","","47.31.66.25","{""latitude"":""25.3822302"",""longitude"":""87.1126134""}"
"Muthoot","ECMT817 ANUPSHAHAR MML","ECMT817","2025-07-21 09:03:11","2025-07-21 09:33:19","157.49.180.55","{""latitude"":""28.2822552"",""longitude"":""78.1929568""}"
"Muthoot","ECMT817 ANUPSHAHAR MML","ECMT817","2025-07-21 11:42:31","","106.219.151.160","{""latitude"":""28.3609452"",""longitude"":""78.2559149""}"
"Muthoot","ECMT780 PEHOWA MML","ECMT780","2025-07-21 10:04:55","2025-07-21 11:44:27","223.185.59.71","{""latitude"":""29.9901053"",""longitude"":""76.5885711""}"
"Muthoot","ECMT873 Mundakkayam ","ECMT873","2025-07-21 09:58:32","2025-07-21 10:28:35","106.221.237.1","{""latitude"":""9.5346663"",""longitude"":""76.8864485""}"
"Muthoot","ECMT873 Mundakkayam ","ECMT873","2025-07-21 11:44:58","","106.221.239.1","{""latitude"":""9.5346734"",""longitude"":""76.8864353""}"
"Muthoot","ECMT859  HUMNABAD","ECMT859","2025-07-21 10:22:19","2025-07-21 11:49:58","106.216.239.131","{""latitude"":""17.7776104"",""longitude"":""77.0778517""}"
"Muthoot","ECMT859  HUMNABAD","ECMT859","2025-07-21 11:25:46","2025-07-21 12:00:00","223.186.245.135",""
"Muthoot","ECMT859  HUMNABAD","ECMT859","2025-07-21 11:52:41","","106.216.239.131","{""latitude"":""17.7776104"",""longitude"":""77.0778517""}"
"Muthoot","ECMT779 PALWAL MML HARYANA","ECMT779","2025-07-21 10:37:48","2025-07-21 11:57:05","223.185.58.247","{""latitude"":""28.1523938"",""longitude"":""77.3354552""}"
"Muthoot","ECMT633 TERHAGACHH MML KISHANGANJ","ECMT633","2025-07-21 11:36:22","2025-07-21 11:44:06","223.187.186.170",""
"Muthoot","ECMT633 TERHAGACHH MML KISHANGANJ","ECMT633","2025-07-21 11:00:36","2025-07-21 11:36:11","223.187.186.170","{""latitude"":""26.3796316"",""longitude"":""87.674304""}"
"Muthoot","ECMT633 TERHAGACHH MML KISHANGANJ","ECMT633","2025-07-21 11:55:46","","223.187.186.170","{""latitude"":""26.3796424"",""longitude"":""87.6742677""}"
"Muthoot","ECMT665  NITHIRAIVILAI","ECMT0665 ","2025-07-21 11:01:50","2025-07-21 11:45:00","157.49.196.74","{""latitude"":""8.271926"",""longitude"":""77.1794853""}"
"Muthoot","ECMT665  NITHIRAIVILAI","ECMT0665 ","2025-07-21 11:43:57","","157.49.196.71","{""latitude"":""8.2719262"",""longitude"":""77.1794853""}"
"Muthoot","ECMT665  NITHIRAIVILAI","ECMT0665 ","2025-07-21 09:25:55","2025-07-21 09:56:00","117.219.198.233",""
"Muthoot","ECMT580 NAGERKOIL 1","ECMT0580","2025-07-21 09:41:55","2025-07-21 10:12:00","110.224.90.131",""
"Muthoot","ECMT580 NAGERKOIL 1","ECMT0580","2025-07-21 11:04:17","2025-07-21 11:49:59","106.197.69.152","{""latitude"":""8.1737157"",""longitude"":""77.391062""}"
"Muthoot","ECMT580 NAGERKOIL 1","ECMT0580","2025-07-21 10:48:59","2025-07-21 11:23:59","110.224.89.131",""
"CashPor","EC05:07 Dubhar Ballia","05:07","2025-07-21 11:37:37","","117.96.174.69","{""latitude"":""26.7814955"",""longitude"":""80.9152434""}"
"CashPor","EC15:06 Shahganj Sonbhadra","15:06","2025-07-21 11:22:33","2025-07-21 11:53:00","47.15.12.173","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC20:10 Gohe Aurangabad","20:10","2025-07-21 08:04:59","2025-07-21 08:35:09","157.35.59.127","{""latitude"":""24.9805891"",""longitude"":""84.6570189""}"
"CashPor","EC20:03 Daudnagar Aurangabad","20:03","2025-07-21 08:52:29","2025-07-21 09:44:52","152.58.191.104",""
"CashPor","EC12:23 Adalpura Chandauli","12:23","2025-07-21 11:26:15","2025-07-21 11:59:52","47.9.32.157","{""latitude"":""25.3095"",""longitude"":""83.0056""}"
"CashPor","EC26:06 Chilbila Pratapgarh","26:06","2025-07-21 11:35:20","","223.189.195.41","{""latitude"":""25.9551858"",""longitude"":""82.0084218""}"
"CashPor","EC17:25 Nawabganj Pratapgarh","17:25","2025-07-21 10:17:28","2025-07-21 10:48:00","47.15.8.122",""
"CashPor","EC17:26 Tarabganj Ambedkarnagar","17:26","2025-07-21 07:29:23","2025-07-21 08:00:27","152.58.128.231",""
"CashPor","EC17:02 Malipur Ambedkarnagar","17:02","2025-07-21 11:46:09","","106.208.148.72","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC10:18 Garkha Saran","10:18","2025-07-21 11:43:29","","157.35.51.240",""
"CashPor","EC17:15 Dostpur Ambedkar Nagar","17:15","2025-07-21 11:58:31","","106.222.157.17",""
"CashPor","EC17:21 Kalwari Ambedkar Nagar","17:21","2025-07-21 11:34:02","","152.58.152.223","{""latitude"":""26.886144"",""longitude"":""80.9402368""}"
"CashPor","EC17:27 Parashurampur Ambedkar Nagar","17:27","2025-07-21 08:19:17","2025-07-21 08:55:00","1.38.0.246","{""latitude"":""26.9031664"",""longitude"":""82.3333622""}"
"CashPor","EC17:27 Parashurampur Ambedkar Nagar","17:27","2025-07-21 09:39:34","2025-07-21 10:16:31","1.38.0.246","{""latitude"":""26.8728051"",""longitude"":""82.3025969""}"
"CashPor","EC17:27 Parashurampur Ambedkar Nagar","17:27","2025-07-21 11:28:03","2025-07-21 11:59:00","42.107.209.171","{""latitude"":""26.8802414"",""longitude"":""82.3036389""}"
"CashPor","EC17:27 Parashurampur Ambedkar Nagar","17:27","2025-07-21 09:57:44","2025-07-21 10:31:25","42.107.209.129","{""latitude"":""26.8728309"",""longitude"":""82.3025607""}"
"CashPor","EC17:27 Parashurampur Ambedkar Nagar","17:27","2025-07-21 10:24:11","2025-07-21 11:05:00","42.107.209.172","{""latitude"":""26.8727654"",""longitude"":""82.302375""}"
"CashPor","EC17:27 Parashurampur Ambedkar Nagar","17:27","2025-07-21 11:56:01","","106.222.157.164","{""latitude"":""26.8524588"",""longitude"":""81.0202533""}"
"CashPor","EC17:27 Parashurampur Ambedkar Nagar","17:27","2025-07-21 09:32:08","2025-07-21 10:07:49","1.38.0.246","{""latitude"":""26.8728128"",""longitude"":""82.3026413""}"
"CashPor","EC17:05 Ramnagar Ambedkar Nagar","17:05","2025-07-21 11:12:39","2025-07-21 11:50:45","152.56.141.243","{""latitude"":""26.4626026"",""longitude"":""82.8268665""}"
"CashPor","EC17:05 Ramnagar Ambedkar Nagar","17:05","2025-07-21 10:29:44","2025-07-21 11:05:17","152.56.140.141","{""latitude"":""26.4573949"",""longitude"":""82.8181116""}"
"CashPor","EC17:05 Ramnagar Ambedkar Nagar","17:05","2025-07-21 10:34:19","2025-07-21 11:04:29","152.58.128.245","{""latitude"":""26.4653507"",""longitude"":""82.8231627""}"
"CashPor","EC17:05 Ramnagar Ambedkar Nagar","17:05","2025-07-21 10:50:57","2025-07-21 11:48:46","152.58.128.120","{""latitude"":""26.4497366"",""longitude"":""82.8179779""}"
"CashPor","EC17:12 Tarun Ambedkar Nagar","17:12","2025-07-21 08:16:06","2025-07-21 08:46:27","47.9.40.207","{""latitude"":""26.478859"",""longitude"":""82.2337114""}"
"CashPor","EC20:16 Bankey Bazar Aurangabad","20:16","2025-07-21 09:57:21","2025-07-21 10:27:55","152.58.158.67",""
"CashPor","EC20:16 Bankey Bazar Aurangabad","20:16","2025-07-21 09:55:19","2025-07-21 10:26:43","152.58.158.67",""
"CashPor","EC20:20 Kurtha Aurangabad","20:20","2025-07-21 07:25:49","2025-07-21 07:56:16","157.35.63.199",""
"CashPor","EC06:16 Jasogolamber Buxar","06:16","2025-07-21 11:55:37","","106.207.45.203",""
"CashPor","EC12:40 Padaw Chandauli","12:40","2025-07-21 11:18:07","2025-07-21 11:58:30","47.9.33.9","{""latitude"":""25.3116538"",""longitude"":""83.0545516""}"
"CashPor","EC22:22 Mehsi East Champaran","22:22","2025-07-21 11:25:51","2025-07-21 11:56:44","157.35.48.150","{""latitude"":""26.356529"",""longitude"":""85.102211""}"
"CashPor","EC25:04 Ramna Garhwa","25:04","2025-07-21 08:12:37","2025-07-21 08:42:42","152.58.188.148","{""latitude"":""24.1254692"",""longitude"":""83.4271664""}"
"CashPor","EC13:15 Patra Gorakhpur","13:15","2025-07-21 11:48:35","","47.9.69.80","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC13:15 Patra Gorakhpur","13:15","2025-07-21 11:35:33","","47.9.69.80","{""latitude"":""26.8126245"",""longitude"":""83.4926225""}"
"CashPor","EC15:12 Bhawan/Madihan Sonebhadra","15:12","2025-07-21 11:35:06","","47.15.2.219","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC11:10 Newadiya Jaunpur","11:10","2025-07-21 11:32:17","","152.59.172.234","{""latitude"":""25.4476288"",""longitude"":""81.8511872""}"
"CashPor","EC08:15 Ganga Road Kaimur Rohtas","08:15","2025-07-21 11:50:05","","47.15.1.117",""
"CashPor","EC08:26 Sayyad Raja Kaimur Rohtas","08:26","2025-07-21 11:43:24","","47.9.83.245","{""latitude"":""25.249241"",""longitude"":""83.3571411""}"
"CashPor","EC16:18 Desahi Deoria Kushinagar","16:18","2025-07-21 11:32:29","","47.9.93.24","{""latitude"":""26.657678747375176"",""longitude"":""83.82392413061008""}"
"CashPor","EC16:27 Kateya Kushinagar","16:27","2025-07-21 09:30:48","2025-07-21 10:30:00","223.237.133.199","{""latitude"":""26.4746985"",""longitude"":""84.2165826""}"
"CashPor","EC16:27 Kateya Kushinagar","16:27","2025-07-21 10:32:09","2025-07-21 10:32:58","223.237.133.199",""
"CashPor","EC16:29 Kuchaycot Kushinagar","16:29","2025-07-21 07:43:00","2025-07-21 07:43:14","223.237.134.199","{""latitude"":""26.4745389"",""longitude"":""84.2166058""}"
"CashPor","EC01:01 Mahrajganj Mirzapur","01:01","2025-07-21 11:33:28","","223.225.122.104","{""latitude"":""25.25514748166066"",""longitude"":""82.614822""}"
"CashPor","EC21:15 Bhusra Muzaffarpur","21:15","2025-07-21 11:45:58","","223.228.228.38",""
"CashPor","EC21:25 Hanuman Nagar Muzaffarpur","21:25","2025-07-21 11:14:57","2025-07-21 11:45:17","223.187.176.251","{""latitude"":""25.5940947"",""longitude"":""85.1375645""}"
"CashPor","EC21:20 Patepur Muzaffarpur","21:20","2025-07-21 10:53:08","2025-07-21 11:23:58","223.187.152.10","{""latitude"":""25.5940947"",""longitude"":""85.1375645""}"
"CashPor","EC21:20 Patepur Muzaffarpur","21:20","2025-07-21 10:51:31","2025-07-21 11:22:00","223.187.152.10","{""latitude"":""25.5940947"",""longitude"":""85.1375645""}"
"CashPor","EC26:11 Bhadr Pratapgarh","26:11","2025-07-21 11:16:29","2025-07-21 11:46:48","106.205.191.83",""
"CashPor","EC15:15 Myorpur","15:15","2025-07-21 11:55:44","","47.9.64.79","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC28:27 MARWAHI BILASPUR","28:27","2025-07-21 11:57:41","","110.224.168.52","{""latitude"":""22.7195687"",""longitude"":""75.8577258""}"
"CashPor","EC25:03 MERAL GARHWA","25:03","2025-07-21 09:31:27","2025-07-21 10:10:00","157.35.58.223",""
"CashPor","EC13:10 BHATHAT GORAKHPUR","13:10","2025-07-21 11:34:04","","47.9.132.249","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC13:14 SUKRAULI GORAKHPUR  ","13:14","2025-07-21 11:50:58","","47.15.35.188","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC10:24 SARAIYA SARAN ","10:24","2025-07-21 10:48:57","2025-07-21 11:19:00","223.228.230.214","{""latitude"":""25.6234486"",""longitude"":""85.1323779""}"
"CashPor","EC10:24 SARAIYA SARAN ","10:24","2025-07-21 10:53:04","2025-07-21 11:24:40","223.228.230.214",""
"CashPor","EC10:24 SARAIYA SARAN ","10:24","2025-07-21 10:45:02","2025-07-21 11:15:39","223.228.230.214","{""latitude"":""25.6234486"",""longitude"":""85.1323779""}"
"CashPor","EC33:09 SALEHA SATNA","33:09","2025-07-21 11:14:06","2025-07-21 11:44:43","157.34.48.150","{""latitude"":""22.6865"",""longitude"":""75.9313""}"
"CashPor","EC35:09 DALSINGH SARAI SAMASTIPUR","35:09","2025-07-21 11:01:56","2025-07-21 11:34:51","152.59.143.66","{""latitude"":""25.6245854"",""longitude"":""85.7956529""}"
"CashPor","EC14:22 BHATPAR SIWAN ","14:22","2025-07-21 11:02:29","2025-07-21 11:38:00","106.221.53.97","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC05:02 BADIBAGH BALLIA","05:02","2025-07-21 11:39:33","","117.98.34.46","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC26:02 Baghrai Pratapgarh","26:02","2025-07-21 11:15:15","2025-07-21 11:46:00","47.15.239.54","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC35:10 KALYANPUR SAMASTIPUR","35:10","2025-07-21 07:38:09","2025-07-21 08:32:00","157.35.55.173",""
"CashPor","EC35:10 KALYANPUR SAMASTIPUR","35:10","2025-07-21 08:39:47","2025-07-21 09:10:00","157.35.53.15",""
"CashPor","EC11:18 Sujanganj Jaunpur","11:18","2025-07-21 09:52:36","2025-07-21 10:22:57","106.205.186.167",""
"CashPor","EC12:08 Chaubeypur Chandauli","12:08","2025-07-21 11:55:13","","47.15.200.149","{""latitude"":""25.4467269"",""longitude"":""83.0981995""}"
"CashPor","EC12:29 MARUFPUR CHANDAULI","12:29","2025-07-21 11:37:24","","152.59.175.14","{""latitude"":""25.3231104"",""longitude"":""83.001344""}"
"CashPor","EC12:29 MARUFPUR CHANDAULI","12:29","2025-07-21 11:50:18","","117.98.31.114","{""latitude"":""25.5391511"",""longitude"":""81.3801308""}"
"CashPor","EC06:12 BIHIYA BUXAR","06:12","2025-07-21 11:58:48","","152.59.143.90","{""latitude"":""25.5598852"",""longitude"":""84.4436243""}"
"CashPor","EC19:15 BARIYON SARGUJA","19:15","2025-07-21 11:52:10","","49.35.194.18","{""latitude"":""22.7195687"",""longitude"":""75.8577258""}"
"CashPor","EC05:04 JANGIPUR BALLIA","05:04","2025-07-21 11:34:28","","171.48.121.158","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC05:03 AKHANIYAN BALLIA","05:03","2025-07-21 11:52:46","","47.9.115.222","{""latitude"":""26.8262"",""longitude"":""80.9148""}"
"CashPor","EC05:23 MANIYAR BALLIA","05:23","2025-07-21 11:24:20","","47.9.138.81",""
"CashPor","EC29:18 KONCH HAMIRPUR","29:18","2025-07-21 11:36:43","","106.205.186.43","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC29:18 KONCH HAMIRPUR","29:18","2025-07-21 11:56:05","","106.219.212.138","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC29:18 KONCH HAMIRPUR","29:18","2025-07-21 11:32:44","","223.180.183.33","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC30:13 BALUMATH","30:13","2025-07-21 11:37:04","","157.35.43.112","{""latitude"":""25.5940947"",""longitude"":""85.1375645""}"
"CashPor","EC18:05 ATTRA","18:05","2025-07-21 11:09:36","2025-07-21 11:40:00","47.9.106.95","{""latitude"":""25.2806627"",""longitude"":""80.5864684""}"
"CashPor","EC18:08 RAJAPUR","18:08","2025-07-21 11:30:28","","106.219.189.88","{""latitude"":""26.8466937"",""longitude"":""80.946166""}"
"CashPor","EC35:01 TAJPUR","35:01","2025-07-21 10:02:44","2025-07-21 10:33:46","157.42.255.153","{""latitude"":""25.8510057"",""longitude"":""85.6866637""}"
"CashPor","EC35:08 BACHWADA","35:08","2025-07-21 11:07:03","2025-07-21 11:07:15","152.59.143.66","{""latitude"":""25.6245854"",""longitude"":""85.7956529""}"
"CashPor","EC35:11 VIDYAPATTI NAGAR","35:11","2025-07-21 11:30:00","","152.58.189.16",""
"CashPor","EC35:11 VIDYAPATTI NAGAR","35:11","2025-07-21 11:25:02","2025-07-21 11:29:30","152.58.189.16","{""latitude"":""25.6035637"",""longitude"":""85.8005284""}"
"CashPor","EC35:20 Manjhaul","35:20","2025-07-21 11:52:06","","157.35.53.39","{""latitude"":""24.7913957"",""longitude"":""85.0002336""}"
"CashPor","EC35:22 Bithan","35:22","2025-07-21 11:42:22","","27.61.127.211","{""latitude"":""25.5940947"",""longitude"":""85.1375645""}"
"CashPor","EC17:17 guptarganj AMBEDKARNAGAR","17:17","2025-07-21 11:37:24","","27.60.104.165",""
"CashPor","EC25:09 Dhuraki GARHWA","25:09","2025-07-21 11:38:58","","152.59.142.22","{""latitude"":""24.1217817"",""longitude"":""83.3978383""}"
"CashPor","EC33:16 Sirmour","33:16","2025-07-21 11:31:52","","106.194.173.153",""
"CashPor","EC33:16 Sirmour","33:16","2025-07-21 11:06:25","2025-07-21 11:37:00","106.194.173.153",""
"CashPor","EC35:21 Jalkaura","35:21","2025-07-21 11:25:14","2025-07-21 11:55:25","223.190.144.54","{""latitude"":""25.5073577"",""longitude"":""86.3739452""}"
"CashPor","Ec35:18 Vidupur Samastipur ","EC35:18","2025-07-21 11:31:59","","106.207.0.135","{""latitude"":""25.5940947"",""longitude"":""85.1375645""}"
"CashPor","Ec35:18 Vidupur Samastipur ","EC35:18","2025-07-21 10:25:27","2025-07-21 10:55:35","157.35.61.202",""
